rally,round,team,receive_location,digger_location,pass_land_location,hitter_location,hit_land_location,pass_rating,set_type,set_location,hit_type,num_blockers,block_touch,serve_type,win_reason,lose_reason,winning_team
146.0,2.0,b,13.0,13.0,10.0,15.0,13.0,out,out,outside,off_speed,3.0,yes,,,,a
146.0,3.0,a,13.0,9.0,,12.0,7.0,,,quick,hit,2.0,no,,kill,kill,a
147.0,1.0,b,3.0,3.0,13.0,14.0,6.0,in,in,quick,off_speed,2.0,no,jump,,,b
147.0,2.0,a,6.0,7.0,,,16.0,,,,,,,,hit_error,hit_error,b
148.0,1.0,a,,,,,,,,,,,,jump,serve_error,serve_error,a
149.0,1.0,b,,,,,,,,,,,,float,serve_error,serve_error,b
150.0,1.0,a,7.0,7.0,12.0,11.0,10.0,out,out,oppo,hit,2.0,no,float,,,a
150.0,2.0,b,10.0,10.0,,,8.0,,,,free_ball,,,,hit_error,hit_error,a
151.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
152.0,1.0,a,9.0,15.0,13.0,11.0,1.0,in,in,oppo,hit,2.0,no,jump,kill,kill,a
153.0,1.0,b,8.0,3.0,13.0,15.0,3.0,in,in,outside,off_speed,2.0,yes,jump,,,b
153.0,2.0,a,3.0,3.0,12.0,13.0,13.0,in,in,bic,blocked,3.0,yes,,,,b
153.0,3.0,a,13.0,13.0,8.0,11.0,8.0,out,out,oppo,blocked,3.0,yes,,,,b
153.0,4.0,a,8.0,7.0,12.0,15.0,16.0,in,in,outside,tip,2.0,no,,hit_error,hit_error,b
154.0,1.0,a,1.0,2.0,13.0,15.0,9.0,in,in,outside,hit,2.0,yes,jump,,,b
154.0,2.0,b,9.0,9.0,13.0,15.0,2.0,in,in,outside,hit,2.0,yes,,,,b
154.0,3.0,a,2.0,3.0,14.0,15.0,7.0,in,in,outside,off_speed,2.0,yes,,,,b
154.0,4.0,b,7.0,7.0,8.0,15.0,,out,out,outside,hit,3.0,yes,,net,net,b
155.0,1.0,a,6.0,2.0,12.0,11.0,10.0,out,out,oppo,tip,2.0,no,jump,,,a
155.0,2.0,b,10.0,9.0,,,22.0,,,,,,,,hit_error,hit_error,a
156.0,1.0,b,3.0,3.0,12.0,15.0,6.0,in,in,outside,hit,2.0,no,jump,kill,kill,b
157.0,1.0,a,8.0,8.0,13.0,13.0,10.0,in,in,quick,hit,1.0,yes,hybrid,,,a
157.0,2.0,b,10.0,10.0,,,26.0,,,,,,,,hit_error,hit_error,a
158.0,1.0,b,2.0,2.0,,,15.0,,,,free_ball,0.0,no,jump,,,a
158.0,2.0,a,15.0,,,15.0,9.0,,,outside,hit,1.0,no,,,,a
158.0,3.0,b,9.0,9.0,,13.0,12.0,,,quick,tip,1.0,yes,,,,a
158.0,4.0,a,12.0,12.0,13.0,13.0,10.0,out,out,quick,overpass,0.0,no,,,,a
158.0,5.0,b,10.0,9.0,13.0,15.0,25.0,in,in,outside,hit,2.0,no,,hit_error,hit_error,a
159.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
160.0,1.0,a,4.0,4.0,,13.0,12.0,,,quick,blocked,1.0,yes,jump,,,b
160.0,2.0,a,12.0,12.0,13.0,26.0,3.0,out,out,outside,off_speed,2.0,no,,,,b
160.0,3.0,b,3.0,3.0,13.0,11.0,17.0,in,in,oppo,hit,2.0,yes,,tool,tool,b
161.0,1.0,a,3.0,3.0,13.0,15.0,10.0,in,in,outside,hit,2.0,no,jump,kill,kill,a
162.0,1.0,b,4.0,3.0,13.0,15.0,3.0,out,out,outside,off_speed,2.0,no,jump,,,a
162.0,2.0,a,3.0,3.0,9.0,15.0,8.0,out,out,outside,blocked,2.0,yes,,,,a
162.0,3.0,a,8.0,8.0,13.0,13.0,9.0,in,in,quick,hit,2.0,no,,,,a
162.0,4.0,b,9.0,9.0,,,18.0,,,,,,,,hit_error,hit_error,a
163.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
164.0,1.0,a,2.0,2.0,12.0,13.0,8.0,in,in,quick,hit,1.0,yes,jump,,,b
164.0,2.0,b,8.0,8.0,12.0,12.0,8.0,in,in,quick,hit,2.0,no,,,,b
164.0,3.0,a,8.0,8.0,11.0,8.0,7.0,out,out,bic,overpass,0.0,no,,,,b
164.0,4.0,b,7.0,7.0,13.0,14.0,8.0,in,in,quick,hit,2.0,no,,kill,kill,b
165.0,1.0,a,4.0,3.0,,13.0,7.0,,,,tip,1.0,no,jump,,,b
165.0,2.0,b,7.0,7.0,13.0,15.0,3.0,out,out,outside,off_speed,2.0,no,,,,b
165.0,3.0,a,3.0,3.0,13.0,11.0,,in,in,oppo,hit,2.0,no,,net,net,b
166.0,1.0,a,,,,,,,,,,,,jump,serve_error,serve_error,a
167.0,1.0,b,9.0,8.0,12.0,12.0,8.0,in,in,quick,hit,1.0,no,float,kill,kill,b
168.0,1.0,a,7.0,7.0,13.0,13.0,9.0,in,in,quick,off_speed,2.0,no,float,,,a
168.0,2.0,b,9.0,9.0,,,13.0,,,,,,,,hit_error,hit_error,a
169.0,1.0,b,3.0,2.0,12.0,11.0,,in,in,oppo,off_speed,2.0,no,jump,net,net,a
170.0,1.0,b,2.0,2.0,12.0,13.0,25.0,in,in,bic,hit,3.0,yes,jump,tool,tool,b
171.0,1.0,a,4.0,4.0,13.0,13.0,7.0,in,in,bic,hit,2.0,no,jump,,,a
171.0,2.0,b,7.0,7.0,,,16.0,,,,,,,,hit_error,hit_error,a
172.0,1.0,b,2.0,2.0,13.0,13.0,3.0,in,in,bic,hit,2.0,no,jump,kill,kill,b
173.0,1.0,a,4.0,3.0,13.0,15.0,6.0,in,in,outside,off_speed,2.0,no,jump,,,a
173.0,2.0,b,6.0,6.0,13.0,,13.0,,,,free_ball,0.0,no,,,,a
173.0,3.0,a,13.0,14.0,13.0,11.0,20.0,in,in,oppo,hit,2.0,yes,,tool,tool,a
174.0,1.0,b,2.0,3.0,13.0,15.0,6.0,in,in,outside,hit,2.0,no,jump,,,b
174.0,2.0,a,6.0,6.0,,,8.0,,,,free_ball,0.0,no,,,,b
174.0,3.0,b,8.0,13.0,12.0,15.0,6.0,in,in,outside,roll_shot,2.0,no,,,,b
174.0,4.0,a,6.0,6.0,3.0,11.0,7.0,out,out,oppo,off_speed,2.0,yes,,,,b
174.0,5.0,b,7.0,7.0,3.0,15.0,8.0,out,out,outside,off_speed,3.0,no,,kill,kill,b
175.0,1.0,a,4.0,4.0,14.0,14.0,12.0,in,in,quick,hit,2.0,yes,jump,,,a
175.0,2.0,b,12.0,12.0,9.0,8.0,14.0,out,out,,,,,,hit_error,hit_error,a
176.0,1.0,b,2.0,2.0,12.0,,,,,,,,,jump,ace,ace,a
177.0,1.0,b,2.0,2.0,14.0,14.0,3.0,in,in,quick,hit,2.0,no,jump,,,a
177.0,2.0,a,3.0,3.0,11.0,11.0,7.0,in,in,quick,hit,2.0,no,,kill,kill,a
178.0,1.0,b,2.0,2.0,12.0,15.0,8.0,in,in,outside,blocked,2.0,yes,jump,,,b
178.0,2.0,b,8.0,13.0,12.0,25.0,8.0,out,out,outside,overpass,0.0,no,,,,b
178.0,3.0,a,8.0,8.0,13.0,11.0,11.0,in,in,oppo,blocked,2.0,yes,,kill,kill,b
179.0,1.0,a,3.0,3.0,13.0,15.0,9.0,in,in,outside,hit,1.0,no,jump,,,a
179.0,2.0,b,9.0,9.0,9.0,11.0,13.0,out,out,oppo,blocked,2.0,yes,,kill,kill,a
180.0,1.0,b,4.0,3.0,13.0,14.0,15.0,in,in,quick,blocked,1.0,yes,jump,,,a
180.0,2.0,b,15.0,15.0,8.0,11.0,19.0,out,out,oppo,hit,2.0,no,,hit_error,hit_error,a
181.0,1.0,b,2.0,2.0,13.0,15.0,7.0,in,in,outside,hit,1.0,no,jump,,,b
181.0,2.0,a,7.0,7.0,,,23.0,,,,,,,,hit_error,hit_error,b
182.0,1.0,a,2.0,2.0,11.0,11.0,2.0,in,in,oppo,hit,2.0,no,jump,kill,kill,a
183.0,1.0,b,,,,,,,,,,,,hybrid,serve_error,serve_error,b
184.0,1.0,a,7.0,7.0,12.0,15.0,2.0,in,in,outside,hit,2.0,no,float,kill,kill,a
185.0,1.0,b,3.0,3.0,,13.0,12.0,,,,tip,1.0,no,jump,,,a
185.0,2.0,a,12.0,12.0,13.0,11.0,15.0,in,in,oppo,tip,2.0,no,,,,a
185.0,3.0,b,15.0,15.0,8.0,6.0,8.0,out,out,oppo,hit,2.0,no,,,,a
185.0,4.0,a,8.0,7.0,8.0,11.0,18.0,out,out,oppo,hit,2.0,yes,,tool,tool,a
1.0,1.0,b,1.0,1.0,,,,,,,,,,jump,ace,ace,a
2.0,1.0,b,1.0,1.0,13.0,15.0,1.0,in,in,outside,hit,2.0,no,jump,kill,kill,b
3.0,1.0,a,7.0,8.0,13.0,15.0,25.0,in,in,outside,hit,2.0,yes,float,tool,tool,a
4.0,1.0,b,9.0,8.0,8.0,15.0,6.0,out,out,outside,hit,3.0,yes,float,kill,kill,b
5.0,1.0,a,8.0,7.0,13.0,6.0,4.0,in,in,oppo,hit,2.0,no,jump,,,a
5.0,2.0,b,10.0,10.0,19.0,,,out,,,,,,,kill,kill,a
6.0,1.0,b,3.0,3.0,13.0,15.0,,in,in,outside,blocked,1.0,yes,jump,,,b
6.0,2.0,b,14.0,14.0,13.0,,13.0,in,dump,dump,dump,0.0,no,,,,b
6.0,3.0,a,13.0,14.0,13.0,14.0,5.0,out,out,outside,free_ball,0.0,no,,,,b
6.0,4.0,b,9.0,9.0,13.0,12.0,6.0,in,in,quick,hit,1.0,no,,kill,kill,b
7.0,1.0,a,1.0,2.0,14.0,15.0,26.0,out,out,outside,hit,2.0,no,jump,hit_error,hit_error,b
8.0,1.0,a,5.0,4.0,9.0,,,out,,,,,,jump,ace,ace,b
9.0,1.0,a,2.0,2.0,7.0,15.0,4.0,out,out,outside,hit,2.0,no,jump,,,a
9.0,2.0,b,9.0,3.0,26.0,3.0,6.0,out,out,bic,free_ball,0.0,no,,,,a
9.0,3.0,a,6.0,9.0,13.0,15.0,10.0,in,in,outside,hit,1.0,no,,,,a
9.0,4.0,b,15.0,15.0,8.0,,,out,,,,,,,kill,kill,a
10.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
11.0,1.0,a,8.0,9.0,15.0,15.0,10.0,out,out,outside,hit,2.0,no,float,kill,kill,a
12.0,1.0,b,3.0,3.0,11.0,15.0,3.0,in,in,outside,roll_shot,2.0,no,jump,,,a
12.0,2.0,a,3.0,3.0,13.0,15.0,3.0,in,in,outside,hit,2.0,no,,,,a
12.0,3.0,b,3.0,3.0,16.0,,,,,,,,,,hit_error,hit_error,a
13.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
14.0,1.0,a,5.0,5.0,13.0,11.0,3.0,in,in,oppo,hit,2.0,no,jump,,,b
14.0,2.0,b,3.0,3.0,24.0,8.0,2.0,out,out,bic,off_speed,3.0,no,,,,b
14.0,3.0,a,8.0,7.0,9.0,15.0,9.0,out,out,outside,blocked,3.0,yes,,kill,kill,b
15.0,1.0,a,,,,,4.0,,,,,,,jump,ace,ace,b
16.0,1.0,a,4.0,4.0,26.0,,,,,,,,,jump,ace,ace,b
17.0,1.0,a,4.0,4.0,7.0,15.0,14.0,out,out,outside,blocked,2.0,yes,,kill,kill,b
18.0,1.0,a,5.0,4.0,3.0,15.0,3.0,out,out,outside,roll_shot,3.0,no,jump,,,a
18.0,2.0,b,3.0,3.0,14.0,11.0,11.0,in,in,oppo,blocked,2.0,yes,,,,a
18.0,3.0,b,11.0,6.0,14.0,15.0,15.0,in,in,outside,blocked,2.0,yes,,kill,kill,a
19.0,1.0,b,,,,,2.0,,,,,,,jump,ace,ace,a
20.0,1.0,b,10.0,4.0,24.0,12.0,5.0,out,out,d-ball,off_speed,3.0,no,jump,,,a
20.0,2.0,a,10.0,10.0,8.0,14.0,8.0,out,out,quick,hit,2.0,no,,kill,kill,a
21.0,1.0,b,3.0,2.0,11.0,15.0,26.0,out,out,outside,hit,2.0,no,jump,hit_error,hit_error,a
22.0,1.0,b,3.0,3.0,13.0,13.0,19.0,in,in,quick,hit,2.0,yes,jump,tool,tool,b
23.0,1.0,a,2.0,2.0,13.0,13.0,9.0,in,in,bic,hit,3.0,no,jump,kill,kill,a
24.0,1.0,b,8.0,3.0,13.0,14.0,12.0,in,in,quick,hit,2.0,yes,jump,tool,tool,b
25.0,1.0,a,7.0,7.0,13.0,14.0,6.0,in,in,quick,tip,2.0,no,float,kill,kill,a
26.0,1.0,b,9.0,10.0,8.0,15.0,13.0,out,out,outside,blocked,3.0,yes,float,,,a
26.0,2.0,b,13.0,9.0,8.0,15.0,15.0,out,out,outside,blocked,3.0,yes,,kill,kill,a
27.0,1.0,b,5.0,9.0,14.0,15.0,2.0,in,in,outside,hit,2.0,no,float,kill,kill,b
28.0,1.0,a,3.0,3.0,13.0,14.0,4.0,in,in,quick,hit,1.0,no,jump,,,a
28.0,2.0,b,8.0,9.0,8.0,15.0,18.0,out,out,outside,off_speed,2.0,no,,hit_error,hit_error,a
29.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
30.0,1.0,a,,,,,21.0,,,,,,,jump,serve_error,serve_error,a
31.0,1.0,b,7.0,7.0,13.0,13.0,8.0,in,in,quick,hit,2.0,no,jump,,,b
31.0,2.0,a,8.0,8.0,15.0,14.0,7.0,out,out,oppo,tip,2.0,no,,,,b
31.0,3.0,b,13.0,13.0,11.0,8.0,21.0,out,out,bic,off_speed,3.0,yes,,tool,tool,b
32.0,1.0,a,8.0,7.0,,,7.0,out,,,overpass,1.0,yes,float,error,error,b
33.0,1.0,a,8.0,8.0,13.0,15.0,10.0,in,in,outside,blocked,2.0,yes,float,,,a
33.0,2.0,a,15.0,14.0,13.0,15.0,17.0,in,in,outside,hit,2.0,yes,,tool,tool,a
34.0,1.0,b,4.0,4.0,13.0,15.0,5.0,in,in,outside,hit,1.0,no,jump,,,a
34.0,2.0,a,9.0,8.0,26.0,,,out,,,overpass,,,,,,a
34.0,3.0,b,,,,14.0,10.0,,,outside,blocked,1.0,yes,,kill,kill,a
35.0,1.0,b,3.0,3.0,13.0,13.0,25.0,in,in,bic,hit,3.0,yes,jump,tool,tool,b
36.0,1.0,a,4.0,4.0,11.0,15.0,24.0,out,out,outside,hit,2.0,yes,jump,,,b
36.0,2.0,b,9.0,9.0,13.0,15.0,5.0,in,in,outside,hit,2.0,no,,kill,kill,b
37.0,1.0,a,4.0,4.0,14.0,11.0,13.0,in,in,oppo,blocked,2.0,yes,jump,,,b
37.0,2.0,a,13.0,13.0,1.0,,,,,,,,,,hit_error,hit_error,b
38.0,1.0,a,3.0,3.0,12.0,11.0,16.0,in,in,oppo,hit,2.0,yes,jump,,,a
38.0,2.0,b,16.0,7.0,5.0,,23.0,,,,,,,,hit_error,hit_error,a
39.0,1.0,b,2.0,2.0,13.0,14.0,15.0,in,in,quick,blocked,2.0,yes,jump,,,a
39.0,2.0,b,15.0,15.0,13.0,11.0,1.0,in,in,oppo,hit,2.0,no,,,,a
39.0,3.0,a,2.0,2.0,9.0,14.0,8.0,in,in,quick,off_speed,2.0,no,,kill,kill,a
40.0,1.0,b,2.0,2.0,13.0,13.0,1.0,in,in,bic,hit,3.0,no,jump,,,b
40.0,2.0,a,6.0,6.0,,,17.0,,,,,,,,hit_error,hit_error,b
41.0,1.0,a,8.0,3.0,11.0,12.0,3.0,out,out,quick,hit,2.0,yes,jump,,,a
41.0,2.0,b,8.0,8.0,7.0,16.0,12.0,out,out,,free_ball,0.0,no,,,,a
41.0,3.0,a,12.0,13.0,13.0,12.0,10.0,in,in,quick,off_speed,2.0,yes,,kill,kill,a
42.0,1.0,b,2.0,1.0,11.0,15.0,21.0,out,out,outside,hit,2.0,yes,jump,,,a
42.0,2.0,a,2.0,3.0,8.0,15.0,17.0,out,out,outside,hit,2.0,yes,,tool,tool,a
43.0,1.0,b,6.0,2.0,3.0,15.0,4.0,out,out,outside,hit,3.0,yes,jump,,,a
43.0,2.0,a,4.0,4.0,13.0,14.0,10.0,in,in,quick,hit,2.0,no,,kill,kill,a
44.0,1.0,b,2.0,2.0,13.0,13.0,9.0,in,in,quick,hit,1.0,no,jump,kill,kill,b
45.0,1.0,a,4.0,4.0,12.0,15.0,10.0,in,in,outside,hit,2.0,no,jump,,,a
45.0,2.0,b,9.0,9.0,6.0,15.0,15.0,out,out,outside,blocked,2.0,yes,,,,a
45.0,3.0,b,15.0,15.0,9.0,15.0,15.0,out,out,,free_ball,,,,,,a
45.0,4.0,a,15.0,14.0,13.0,,8.0,in,dump,dump,dump,2.0,no,,kill,kill,a
46.0,1.0,b,8.0,7.0,12.0,14.0,12.0,in,in,quick,hit,2.0,yes,hybrid,,,a
46.0,2.0,a,12.0,12.0,11.0,15.0,4.0,out,out,outside,hit,2.0,no,,kill,kill,a
47.0,1.0,b,3.0,3.0,,,21.0,,,,,,,hybrid,hit_error,hit_error,a
48.0,1.0,a,,,,,,,,,,,,jump,serve_error,serve_error,a
49.0,1.0,b,,,,,22.0,,,,,,,jump,serve_error,serve_error,b
50.0,1.0,a,7.0,7.0,13.0,13.0,2.0,in,in,quick,hit,2.0,no,float,kill,kill,a
51.0,1.0,b,,,,,5.0,,,,,,,jump,ace,ace,a
52.0,1.0,b,4.0,3.0,8.0,,,,,,,,,jump,ace,ace,a
53.0,1.0,b,3.0,3.0,12.0,15.0,,in,in,outside,hit,2.0,no,jump,net,net,a
54.0,1.0,b,4.0,4.0,19.0,,,,,,,,,jump,hit_error,hit_error,a
55.0,1.0,b,3.0,3.0,13.0,11.0,1.0,in,in,oppo,off_speed,2.0,no,jump,,,b
55.0,2.0,a,3.0,3.0,19.0,,,,,,,,,,hit_error,hit_error,b
56.0,1.0,a,,,,,,,,,,,,jump,serve_error,serve_error,a
57.0,1.0,b,8.0,8.0,12.0,15.0,26.0,in,in,outside,blocked,2.0,yes,hybrid,tool,tool,b
58.0,1.0,a,7.0,7.0,13.0,11.0,15.0,out,out,oppo,free_ball,0.0,no,jump,,,b
58.0,2.0,b,15.0,14.0,8.0,11.0,3.0,out,out,oppo,off_speed,2.0,no,,,,b
58.0,3.0,a,3.0,3.0,7.0,11.0,20.0,out,out,oppo,hit,2.0,no,,,,b
58.0,4.0,b,3.0,3.0,13.0,13.0,19.0,in,in,bic,hit,3.0,yes,,tool,tool,b
59.0,1.0,a,3.0,3.0,13.0,13.0,3.0,in,in,quick,hit,2.0,no,jump,,,a
59.0,2.0,b,3.0,3.0,26.0,,,,,,,,,,hit_error,hit_error,a
60.0,1.0,b,3.0,3.0,13.0,15.0,,in,in,outside,hit,0.0,no,jump,net,net,a
61.0,1.0,b,4.0,3.0,8.0,11.0,18.0,out,out,oppo,off_speed,2.0,no,jump,hit_error,hit_error,a
62.0,1.0,b,6.0,6.0,6.0,,,,,,,,,jump,ace,ace,a
63.0,1.0,b,,,,,22.0,,,,,,,jump,serve_error,serve_error,b
64.0,1.0,a,7.0,8.0,13.0,13.0,9.0,in,in,quick,tip,2.0,no,float,,,a
64.0,2.0,b,9.0,10.0,16.0,,,,,,,,,,hit_error,hit_error,a
65.0,1.0,b,3.0,3.0,13.0,,,,,,,,,jump,net,net,a
66.0,1.0,b,3.0,3.0,7.0,15.0,20.0,out,out,outside,hit,2.0,no,jump,,,a
66.0,2.0,a,3.0,3.0,13.0,11.0,16.0,in,in,oppo,hit,2.0,yes,,tool,tool,a
67.0,1.0,b,3.0,3.0,13.0,12.0,7.0,in,in,quick,hit,2.0,yes,jump,,,a
67.0,2.0,a,7.0,6.0,9.0,15.0,1.0,out,out,outside,hit,3.0,no,,,,a
67.0,3.0,b,1.0,1.0,20.0,,,,,,,,,,hit_error,hit_error,a
68.0,1.0,b,2.0,2.0,13.0,13.0,3.0,in,in,quick,hit,2.0,no,jump,kill,kill,b
69.0,1.0,a,3.0,3.0,6.0,11.0,12.0,out,out,oppo,blocked,2.0,yes,jump,,,a
69.0,2.0,a,12.0,12.0,,,6.0,out,,,blocked,1.0,yes,,,,a
69.0,3.0,a,6.0,6.0,13.0,15.0,8.0,in,in,outside,off_speed,2.0,yes,,kill,kill,a
70.0,1.0,b,4.0,4.0,12.0,12.0,3.0,in,in,quick,hit,2.0,no,jump,kill,kill,b
71.0,1.0,a,3.0,3.0,8.0,14.0,13.0,out,out,quick,off_speed,2.0,yes,jump,kill,kill,a
72.0,1.0,b,3.0,3.0,12.0,15.0,16.0,in,in,outside,hit,2.0,yes,jump,tool,tool,b
73.0,1.0,a,5.0,4.0,8.0,15.0,6.0,out,out,outside,hit,2.0,no,jump,kill,kill,a
74.0,1.0,b,2.0,2.0,8.0,15.0,1.0,out,out,outside,hit,2.0,yes,jump,,,a
74.0,2.0,a,6.0,7.0,8.0,11.0,17.0,out,out,oppo,hit,2.0,yes,,,,a
74.0,3.0,b,6.0,6.0,8.0,,,,,,,,,,hit_error,hit_error,a
75.0,1.0,b,2.0,2.0,17.0,,11.0,out,,,overpass,0.0,no,jump,,,a
75.0,2.0,a,6.0,9.0,6.0,15.0,19.0,out,out,outside,hit,2.0,yes,,tool,tool,a
76.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
77.0,1.0,a,9.0,4.0,12.0,13.0,2.0,in,in,quick,hit,2.0,no,jump,,,a
77.0,2.0,b,2.0,2.0,20.0,,,,,,,,,,hit_error,hit_error,a
78.0,1.0,b,10.0,10.0,8.0,15.0,16.0,out,out,outside,hit,3.0,yes,hybrid,tool,tool,b
79.0,1.0,a,,,,,,,,,,,,jump,serve_error,serve_error,a
80.0,1.0,b,8.0,8.0,14.0,15.0,1.0,in,in,outside,hit,2.0,yes,float,kill,kill,a
81.0,1.0,b,3.0,3.0,7.0,13.0,20.0,out,out,quick,hit,3.0,no,jump,hit_error,hit_error,a
82.0,1.0,b,2.0,2.0,4.0,15.0,8.0,out,out,outside,free_ball,0.0,no,jump,,,b
82.0,2.0,a,8.0,9.0,13.0,11.0,5.0,in,in,oppo,hit,2.0,no,,,,b
82.0,3.0,b,7.0,7.0,15.0,17.0,8.0,out,out,oppo,free_ball,0.0,no,,,,b
82.0,4.0,a,8.0,8.0,,,7.0,out,,,blocked,1.0,yes,,kill,kill,b
83.0,1.0,a,4.0,4.0,13.0,11.0,11.0,in,in,oppo,blocked,2.0,yes,jump,kill,kill,b
84.0,1.0,a,5.0,4.0,21.0,10.0,4.0,out,out,outside,hit,2.0,no,jump,,,b
84.0,2.0,b,4.0,4.0,14.0,15.0,16.0,in,in,outside,hit,2.0,yes,,tool,tool,b
85.0,1.0,a,4.0,4.0,13.0,13.0,6.0,in,in,quick,hit,2.0,no,jump,kill,kill,a
86.0,1.0,b,3.0,3.0,12.0,13.0,1.0,in,in,quick,hit,2.0,yes,jump,,,a
86.0,2.0,a,7.0,7.0,9.0,11.0,6.0,out,out,oppo,hit,3.0,no,,,,a
86.0,3.0,b,7.0,7.0,8.0,15.0,13.0,out,out,outside,blocked,3.0,yes,,kill,kill,a
87.0,1.0,b,3.0,3.0,13.0,15.0,25.0,in,in,outside,hit,2.0,yes,jump,tool,tool,b
88.0,1.0,a,,,,,,,,,,,,hybrid,serve_error,serve_error,a
89.0,1.0,b,7.0,2.0,13.0,13.0,13.0,in,in,quick,blocked,2.0,yes,jump,,,a
89.0,2.0,b,13.0,13.0,13.0,14.0,1.0,out,out,outside,hit,2.0,no,,,,a
89.0,3.0,a,6.0,6.0,18.0,1.0,8.0,out,out,oppo,free_ball,0.0,no,,,,a
89.0,4.0,b,8.0,8.0,12.0,11.0,12.0,in,in,oppo,blocked,1.0,yes,,kill,kill,a
90.0,1.0,b,10.0,5.0,26.0,10.0,8.0,out,out,outside,off_speed,2.0,no,jump,,,b
90.0,2.0,a,8.0,8.0,13.0,14.0,13.0,in,in,quick,blocked,2.0,yes,,,,b
90.0,3.0,a,13.0,13.0,13.0,11.0,25.0,in,in,oppo,hit,2.0,no,,hit_error,hit_error,b
91.0,1.0,a,3.0,3.0,13.0,13.0,1.0,in,in,quick,hit,1.0,no,jump,,,b
91.0,2.0,b,7.0,7.0,4.0,15.0,10.0,out,out,outside,blocked,3.0,yes,,,,b
91.0,3.0,b,10.0,10.0,13.0,15.0,21.0,in,in,outside,hit,2.0,no,,,,b
91.0,4.0,a,3.0,3.0,8.0,,,,,,,,,,hit_error,hit_error,b
92.0,1.0,a,,,,,,,,,,,,jump,ace,ace,b
93.0,1.0,a,,,,,20.0,,,,,,,jump,serve_error,serve_error,a
94.0,1.0,b,,,,,22.0,,,,,,,jump,serve_error,serve_error,b
95.0,1.0,a,7.0,2.0,9.0,15.0,1.0,out,out,outside,off_speed,2.0,no,jump,,,a
95.0,2.0,b,10.0,9.0,12.0,11.0,2.0,in,in,oppo,hit,2.0,no,,,,a
95.0,3.0,a,2.0,2.0,13.0,13.0,12.0,in,in,bic,roll_shot,2.0,no,,,,a
95.0,4.0,b,12.0,12.0,13.0,15.0,10.0,out,out,outside,blocked,3.0,yes,,kill,kill,a
96.0,1.0,b,10.0,9.0,13.0,15.0,,in,in,outside,hit,2.0,no,hybrid,error,error,b
97.0,1.0,a,8.0,8.0,13.0,11.0,2.0,in,in,oppo,hit,2.0,no,float,kill,kill,a
98.0,1.0,b,2.0,2.0,13.0,13.0,3.0,in,in,bic,hit,3.0,no,jump,kill,kill,b
99.0,1.0,a,2.0,2.0,13.0,11.0,1.0,in,in,oppo,hit,2.0,no,jump,,,a
99.0,2.0,b,7.0,7.0,,,8.0,out,,,overpass,0.0,no,,,,a
99.0,3.0,a,8.0,8.0,13.0,11.0,24.0,in,in,oppo,hit,2.0,yes,,tool,tool,a
100.0,1.0,b,3.0,3.0,13.0,13.0,9.0,in,in,quick,blocked,2.0,yes,jump,,,b
100.0,2.0,b,13.0,13.0,13.0,13.0,3.0,in,in,quick,hit,2.0,no,,kill,kill,b
101.0,1.0,a,3.0,3.0,12.0,11.0,11.0,in,in,oppo,hit,2.0,no,jump,,,b
101.0,2.0,b,12.0,12.0,12.0,,,in,,,tip,1.0,yes,,,,b
101.0,3.0,a,16.0,11.0,6.0,15.0,13.0,out,out,outside,blocked,2.0,yes,,kill,kill,b
102.0,1.0,a,,,,,21.0,,,,,,,jump,serve_error,serve_error,a
103.0,1.0,b,4.0,4.0,8.0,15.0,20.0,out,out,outside,hit,2.0,no,jump,hit_error,hit_error,a
104.0,1.0,b,6.0,2.0,13.0,13.0,,in,in,quick,hit,2.0,no,jump,net,net,a
105.0,1.0,b,8.0,3.0,13.0,13.0,19.0,in,in,bic,off_speed,3.0,no,jump,,,b
105.0,2.0,a,1.0,2.0,,,10.0,out,,,overpass,0.0,no,,,,b
105.0,3.0,b,12.0,12.0,8.0,15.0,25.0,out,out,outside,hit,3.0,yes,,tool,tool,b
106.0,1.0,a,10.0,10.0,13.0,14.0,10.0,in,in,quick,hit,2.0,no,float,,,b
106.0,2.0,b,10.0,10.0,21.0,10.0,2.0,out,out,outside,free_ball,0.0,no,,,,b
106.0,3.0,a,7.0,7.0,13.0,15.0,15.0,in,in,outside,blocked,2.0,yes,,kill,kill,b
107.0,1.0,a,9.0,9.0,13.0,11.0,1.0,in,in,oppo,hit,2.0,no,float,kill,kill,a
108.0,1.0,b,3.0,3.0,8.0,15.0,15.0,out,out,outside,blocked,2.0,yes,jump,,,a
108.0,2.0,b,15.0,15.0,8.0,15.0,15.0,out,out,outside,blocked,2.0,yes,,,,a
108.0,3.0,b,15.0,15.0,15.0,13.0,6.0,out,out,quick,free_ball,0.0,no,,,,a
108.0,4.0,a,6.0,2.0,13.0,13.0,8.0,in,in,quick,hit,2.0,no,,kill,kill,a
109.0,1.0,b,,,,,,,,,,,,jump,serve_error,serve_error,b
